Sub-Domain,"Invoice #","POS Date","Product Type","Manufacturer name","Category name","Product Name",SKU,"Qty Sold",Price,Total
tesco,15485,"22-04-25 5:26 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
gort1,15981,"22-04-25 5:22 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
tesco,15484,"22-04-25 5:21 pm",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
gort1,15980,"22-04-25 5:20 pm",Standard,.,Vape,". LIQUID 20",595655,1,20.00,20.00
gort1,15980,"22-04-25 5:20 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,15979,"22-04-25 5:20 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,25.00,25.00
gort1,15978,"22-04-25 5:19 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
gort1,15977,"22-04-25 5:18 pm",Standard,,Lyca,"Lyca Topup 20",1182208,1,20.00,20.00
phoneshop,15579,"22-04-25 5:04 pm",Standard,,,Otterbox,1225178,1,30.00,30.00
gort1,15976,"22-04-25 4:53 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15975,"22-04-25 4:51 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15974,"22-04-25 4:13 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,15973,"22-04-25 3:54 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
tesco,15483,"22-04-25 3:51 pm",Standard,,,"Micro USB Charger",1098441,1,10.00,10.00
istore,27755,"22-04-25 3:49 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
istore,27754,"22-04-25 3:48 pm",Standard,.,Vape,". Liquid-1",556824,1,17.00,17.00
phoneshop,15578,"22-04-25 3:39 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
tesco,15482,"22-04-25 3:39 pm",Standard,,,"Micro USB Charger",1098441,1,20.00,20.00
gort1,15972,"22-04-25 3:38 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,15971,"22-04-25 3:37 pm",Standard,,Vape,Mod,424283,1,10.00,10.00
gort1,15971,"22-04-25 3:37 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phonelab,4401,"22-04-25 3:28 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phonelab,4401,"22-04-25 3:28 pm",Standard,,Vape,Mod,424283,1,5.00,5.00
istore,27753,"22-04-25 3:27 pm",Standard,.,Vape,". LIQUID 20",595655,1,30.00,30.00
phonelab,4400,"22-04-25 3:26 pm",Standard,.,Vape,". Liquid-1",556824,2,5.00,10.00
phonelab,4400,"22-04-25 3:26 pm",Standard,,Vape,Mod,424283,1,5.00,5.00
phonelab,4399,"22-04-25 2:57 pm",Standard,,Vape,Mod,424283,2,5.00,10.00
phoneshop,15576,"22-04-25 2:57 pm",Standard,,Accessories,"Amazon Firestick Lite",1202002,1,55.00,55.00
istore,27752,"22-04-25 2:54 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,20.00,20.00
gort1,15970,"22-04-25 2:49 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,25.00,25.00
phonelab,4398,"22-04-25 2:48 pm",Standard,,Vape,Mod,424283,2,5.00,10.00
phonelab,4398,"22-04-25 2:48 pm",Standard,.,Vape,". Liquid-1",556824,3,5.00,15.00
gort1,15969,"22-04-25 2:42 pm",Standard,,,"Samsung Type-C Cable",1181761,1,15.00,15.00
istore,27751,"22-04-25 2:35 pm",Standard,,Vape,Mod,424283,1,15.00,15.00
istore,27751,"22-04-25 2:35 pm",Standard,,Vape,"LIQUID 12",978598,1,12.00,12.00
istore,27750,"22-04-25 2:01 pm",Standard,,Vape,"LIQUID 12",978598,1,12.00,12.00
gort1,15968,"22-04-25 1:59 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,7.00,7.00
istore,27749,"22-04-25 1:56 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,30.00,30.00
istore,27748,"22-04-25 1:49 pm",Standard,,Vape,Mod,424283,1,15.00,15.00
istore,27748,"22-04-25 1:49 pm",Standard,,Vape,"LIQUID 6",1029887,1,6.00,6.00
istore,27747,"22-04-25 1:46 pm",Standard,,Vape,"LIQUID 12",978598,1,12.00,12.00
istore,27746,"22-04-25 1:45 pm",Standard,,Vape,"LIQUID 12",978598,1,12.00,12.00
istore,27745,"22-04-25 1:36 pm",Standard,,Vape,Mod,424283,1,20.00,20.00
istore,27745,"22-04-25 1:36 pm",Standard,,Vape,"LIQUID 11",1181737,1,11.00,11.00
gort1,15967,"22-04-25 1:24 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15967,"22-04-25 1:24 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phonelab,4395,"22-04-25 1:13 pm",Standard,,Vape,Mod,424283,1,8.00,8.00
phonelab,4394,"22-04-25 1:13 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phonelab,4393,"22-04-25 1:12 pm",Standard,.,Vape,". Liquid-1",556824,-1,5.00,-5.00
phonelab,4392,"22-04-25 1:11 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phonelab,4391,"22-04-25 1:06 pm",Standard,,Vape,Mod,424283,1,10.00,10.00
phonelab,4391,"22-04-25 1:06 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
istore,27744,"22-04-25 1:05 pm",Standard,,Vape,"LIQUID 11",1181737,1,11.00,11.00
istore,27743,"22-04-25 1:04 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,56.00,56.00
phoneshop,15575,"22-04-25 1:02 pm",Standard,,"Samsung Earphones","Samsung Earphones",617794,1,15.00,15.00
istore,27742,"22-04-25 1:00 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,3,8.00,24.00
istore,27741,"22-04-25 1:00 pm",Standard,,Vape,Mod,424283,1,15.00,15.00
istore,27741,"22-04-25 1:00 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
istore,27740,"22-04-25 12:57 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,2,8.00,16.00
istore,27739,"22-04-25 12:49 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,36.00,36.00
gort1,15966,"22-04-25 12:39 pm",Standard,,Vape,Mod,424283,1,25.00,25.00
gort1,15965,"22-04-25 12:11 pm",Standard,,Vape,"Disposable Vape (10) (641528)",VAP10,1,10.00,10.00
gort1,15964,"22-04-25 12:00 pm",Standard,Generic,"Mobile Covers","Generic Apple Style Headphones",179960,1,15.00,15.00
istore,27738,"22-04-25 11:58 am",Standard,,Accessories,"Apple Lightning Cable",539804,1,15.00,15.00
istore,27738,"22-04-25 11:58 am",Standard,.,Accessories,". Cover and tempered glass",25,1,35.00,35.00
tesco,15477,"22-04-25 11:56 am",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
phonelab,4387,"22-04-25 11:41 am",Standard,,Vape,Mod,424283,1,10.00,10.00
phonelab,4386,"22-04-25 11:38 am",Standard,,Vape,Mod,424283,1,16.99,16.99
phonelab,4386,"22-04-25 11:38 am",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
istore,27737,"22-04-25 11:11 am",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
istore,27736,"22-04-25 11:08 am",Standard,,Vape,"LIQUID 6",1029887,1,6.00,6.00
istore,27735,"22-04-25 11:04 am",Standard,.,Vape,". Liquid-1",556824,1,15.00,15.00
istore,27734,"22-04-25 10:56 am",Standard,,Vape,Mod,424283,1,25.00,25.00
istore,27734,"22-04-25 10:56 am",Standard,,Vape,"LIQUID 6",1029887,1,6.00,6.00
phonelab,4385,"22-04-25 10:54 am",Standard,,Vape,"LIQUID 5",216973,2,5.00,10.00
istore,27733,"22-04-25 10:49 am",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
istore,27733,"22-04-25 10:49 am",Standard,.,Vape,". Liquid-1",556824,1,7.00,7.00
istore,27732,"22-04-25 10:49 am",Standard,,Vape,"LIQUID 12",978598,1,12.00,12.00
phoneshop,15574,"22-04-25 10:45 am",Standard,,Accessories,"Samsung 45W Fast Charger and Cable",1181755,1,40.00,40.00
istore,27731,"22-04-25 10:27 am",Standard,.,Vape,". LIQUID 20",595655,1,19.00,19.00
gort1,15962,"22-04-25 10:11 am",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,18.00,18.00
gort1,15962,"22-04-25 10:11 am",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15961,"19-04-25 6:09 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
gort1,15961,"19-04-25 6:09 pm",Standard,.,Vape,". LIQUID 20",595655,2,20.00,40.00
gort1,15960,"19-04-25 6:06 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
phonelab,4384,"19-04-25 6:06 pm",Standard,,Vape,"Disposable Vape (10) (641528)",VAP10,-1,10.00,-10.00
phonelab,4382,"19-04-25 6:02 pm",Standard,,Vape,"Disposable Vape (10) (641528)",VAP10,1,10.00,10.00
phonelab,4381,"19-04-25 6:02 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,20.00,20.00
phoneshop,15573,"19-04-25 5:58 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,20.00,20.00
istore,27730,"19-04-25 5:55 pm",Standard,.,Vape,". LIQUID 50",424282,1,94.00,94.00
istore,27729,"19-04-25 5:54 pm",Standard,.,Vape,". LIQUID 20",595655,1,45.00,45.00
tesco,15462,"19-04-25 5:52 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
gort1,15959,"19-04-25 5:47 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
istore,27728,"19-04-25 5:40 pm",Standard,.,Vape,". LIQUID 50",424282,1,105.00,105.00
istore,27726,"19-04-25 5:33 pm",Standard,,Vape,"LIQUID 12",978598,1,13.00,13.00
ennis,22140,"19-04-25 5:22 pm",Standard,,"Computer Accessories","Laptop Charger with AC",241746,1,45.00,45.00
phonelab,4379,"19-04-25 5:20 pm",Standard,,Vape,"Disposable Vape 5 (1003005)",VAP5,1,5.00,5.00
tesco,15459,"19-04-25 5:10 pm",Standard,Budi,Accessories,"Budi Lighting Cable 1M",6971536920244,3,10.00,30.00
gort1,15956,"19-04-25 5:06 pm",Standard,.,Vape,". LIQUID 20",595655,1,20.00,20.00
phonelab,4378,"19-04-25 5:05 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,54.00,54.00
phonelab,4377,"19-04-25 5:01 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
phonelab,4376,"19-04-25 5:01 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
tesco,15458,"19-04-25 4:59 pm",Standard,,Accessories,"Apple Lightning Cable",539804,1,15.00,15.00
phoneshop,15572,"19-04-25 4:51 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
istore,27725,"19-04-25 4:50 pm",Standard,"ChargingPort Clean","ChargingPort Clean","ChargingPort Clean ChargingPort Clean",595656,1,25.00,25.00
gort1,15955,"19-04-25 4:49 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15954,"19-04-25 4:47 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15953,"19-04-25 4:45 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15952,"19-04-25 4:44 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,15951,"19-04-25 4:35 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
phonelab,4375,"19-04-25 4:27 pm",Standard,,Vape,"Disposable Vape 5 (1003005)",VAP5,1,4.00,4.00
gort1,15950,"19-04-25 4:24 pm",Standard,,"Mobile Covers","SD CARD 32GB",371272,1,20.00,20.00
gort1,15950,"19-04-25 4:24 pm",Standard,SanDisk,"Mobile Covers","SanDisk SD CARD 64GB",648685,1,30.00,30.00
tesco,15455,"19-04-25 4:15 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
phonelab,4374,"19-04-25 4:03 pm",Standard,,Vape,"Disposable Vape 5 (1003005)",VAP5,1,5.00,5.00
istore,27723,"19-04-25 3:59 pm",Standard,,Vape,"LIQUID 6",1029887,1,6.00,6.00
istore,27722,"19-04-25 3:59 pm",Standard,.,Vape,". LIQUID 20",595655,1,80.00,80.00
istore,27721,"19-04-25 3:59 pm",Standard,.,Vape,". LIQUID 50",424282,1,96.00,96.00
istore,27720,"19-04-25 3:58 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15948,"19-04-25 3:45 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
tesco,15452,"19-04-25 3:44 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
phonelab,4373,"19-04-25 3:42 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,20.00,20.00
gort1,15947,"19-04-25 3:36 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,17.00,17.00
gort1,15946,"19-04-25 3:35 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,20.00,20.00
gort1,15945,"19-04-25 3:32 pm",Standard,,,"iGlow Charger Kit c/w Lightning",233119,1,25.00,25.00
gort1,15945,"19-04-25 3:32 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
gort1,15945,"19-04-25 3:32 pm",Standard,,Vape,"Disposable Vape (10) (641528)",VAP10,1,14.00,14.00
gort1,15944,"19-04-25 3:31 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,7.00,7.00
phonelab,4372,"19-04-25 3:25 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
phonelab,4371,"19-04-25 3:25 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,25.00,25.00
istore,27719,"19-04-25 3:24 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,60.00,60.00
tesco,15450,"19-04-25 3:20 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
istore,27718,"19-04-25 3:15 pm",Standard,.,Vape,". LIQUID 20",595655,1,22.00,22.00
istore,27717,"19-04-25 3:13 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
gort1,15943,"19-04-25 3:09 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15942,"19-04-25 3:08 pm",Standard,,Accessories,"Samsung 45W Fast Charger and Cable",1181755,1,40.00,40.00
tesco,15449,"19-04-25 3:00 pm",Standard,,,"Micro USB Charger",1098441,1,10.00,10.00
tesco,15448,"19-04-25 2:59 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,30.00,30.00
tesco,15448,"19-04-25 2:59 pm",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,15.00,15.00
istore,27715,"19-04-25 2:46 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,2,20.00,40.00
gort1,15941,"19-04-25 2:44 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,15940,"19-04-25 2:42 pm",Standard,,Vape,Mod,424283,1,15.00,15.00
gort1,15940,"19-04-25 2:42 pm",Standard,.,Vape,". LIQUID 20",595655,1,20.00,20.00
istore,27714,"19-04-25 2:39 pm",Standard,.,Vape,". LIQUID 10",571568,1,15.00,15.00
tesco,15447,"19-04-25 2:36 pm",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,20.00,20.00
istore,27713,"19-04-25 2:31 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
istore,27712,"19-04-25 2:25 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
gort1,15939,"19-04-25 2:22 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
istore,27711,"19-04-25 2:19 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
istore,27710,"19-04-25 2:12 pm",Standard,,Accessories,Airpopds,1257220,1,50.00,50.00
gort1,15938,"19-04-25 2:11 pm",Standard,,Vape,"Disposable Vape 5 (1003005)",VAP5,1,5.00,5.00
istore,27709,"19-04-25 2:09 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,66.00,66.00
istore,27708,"19-04-25 2:09 pm",Standard,,Vape,Mod,424283,1,25.00,25.00
istore,27708,"19-04-25 2:09 pm",Standard,,Vape,"LIQUID 11",1181737,1,11.00,11.00
istore,27707,"19-04-25 1:52 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,30.00,30.00
gort1,15937,"19-04-25 1:46 pm",Standard,,Accessories,"Fast Charger (18650)",482112,1,25.00,25.00
gort1,15936,"19-04-25 1:37 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,17.00,17.00
gort1,15936,"19-04-25 1:37 pm",Standard,,Accessories,"Pop Socket",148590,1,5.00,5.00
tesco,15444,"19-04-25 1:37 pm",Standard,,Accessories,"Magnetic Car holder",626781,1,15.00,15.00
gort1,15935,"19-04-25 1:26 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
tesco,15443,"19-04-25 1:24 pm",Standard,Budi,Accessories,"Budi Type C 2M Cable",6971536924990,1,20.00,20.00
tesco,15442,"19-04-25 1:20 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
tesco,15441,"19-04-25 1:13 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,30.00,30.00
istore,27706,"19-04-25 1:11 pm",Standard,,Vape,"LIQUID 12",978598,1,12.00,12.00
phonelab,4370,"19-04-25 1:08 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,37.00,37.00
tesco,15440,"19-04-25 1:02 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,30.00,30.00
istore,27705,"19-04-25 1:00 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,25.00,25.00
istore,27705,"19-04-25 1:00 pm",Standard,Budi,Accessories,"Budi Lighting Cable 2M",6971536924976,1,15.00,15.00
istore,27705,"19-04-25 1:00 pm",Standard,.,Vape,". PEN",563023,1,25.00,25.00
istore,27704,"19-04-25 12:59 pm",Standard,,Vape,"LIQUID 6",1029887,1,6.00,6.00
istore,27703,"19-04-25 12:47 pm",Standard,.,Vape,". LIQUID 20",595655,1,24.00,24.00
tesco,15439,"19-04-25 12:37 pm",Standard,h,"Mobile Covers","h Car charger",149417,1,15.00,15.00
tesco,15439,"19-04-25 12:37 pm",Standard,Budi,Accessories,"Budi Lighting Cable 1M",6971536920244,1,10.00,10.00
phoneshop,15570,"19-04-25 12:27 pm",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,8.00,8.00
gort1,15934,"19-04-25 12:24 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15934,"19-04-25 12:24 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
istore,27702,"19-04-25 12:21 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
istore,27702,"19-04-25 12:21 pm",Standard,.,Vape,". LIQUID 20",595655,1,23.00,23.00
istore,27701,"19-04-25 12:21 pm",Standard,.,Vape,". LIQUID 20",595655,1,30.00,30.00
phoneshop,15569,"19-04-25 12:18 pm",Standard,,,"Samsung Type-C Cable",1181761,1,15.00,15.00
gort1,15933,"19-04-25 12:07 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phoneshop,15568,"19-04-25 12:02 pm",Standard,,Accessories,"Apple Lightning Cable",539804,1,15.00,15.00
gort1,15932,"19-04-25 11:57 am",Standard,,Vape,"Disposable Vape (8) (875564)",VAP8,1,7.00,7.00
tesco,15436,"19-04-25 11:40 am",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
tesco,15434,"19-04-25 11:20 am",Standard,Budi,Accessories,"Budi Lighting Cable 1M",6971536920244,1,10.00,10.00
gort1,15930,"19-04-25 11:18 am",Standard,.,Vape,". LIQUID 20",595655,1,20.00,20.00
gort1,15929,"19-04-25 11:16 am",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
tesco,15433,"19-04-25 11:12 am",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
tesco,15432,"19-04-25 10:53 am",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
istore,27700,"19-04-25 10:42 am",Standard,.,Vape,". LIQUID 50",424282,1,77.00,77.00
tesco,15431,"19-04-25 10:42 am",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
ennis,22134,"19-04-25 10:33 am",Standard,Hoco,Accessories,"Hoco CA74 Universe Air Vent Mount Magnetic Car Holder Black & Silver",6931474733924,1,25.00,25.00
phoneshop,15567,"19-04-25 10:29 am",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,15.00,15.00
gort1,15925,"19-04-25 10:11 am",Standard,Hoco,Accessories,"Hoco Hoco E49 Young Business Wireless Bluetooth Headset Black",HE49YBWHBLK,1,35.00,35.00
tesco,15430,"18-04-25 5:59 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
istore,27699,"18-04-25 5:58 pm",Standard,.,Vape,". LIQUID 50",424282,1,49.00,49.00
gort1,15924,"18-04-25 5:57 pm",Standard,,Tablets,"Tablet cover and tempered glass",651298,1,45.00,45.00
tesco,15428,"18-04-25 5:53 pm",Standard,.,Accessories,". Cover and tempered glass",25,-1,35.00,-35.00
phoneshop,15566,"18-04-25 5:52 pm",Standard,.,Vape,". LIQUID 20",595655,1,22.00,22.00
istore,27698,"18-04-25 5:51 pm",Standard,,Accessories,"2D Tempered Glass",918748,1,15.00,15.00
istore,27698,"18-04-25 5:51 pm",Standard,.,Vape,". LIQUID 20",595655,1,28.50,28.50
gort1,15923,"18-04-25 5:47 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15923,"18-04-25 5:47 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,15922,"18-04-25 5:42 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15921,"18-04-25 5:40 pm",Standard,.,Vape,". LIQUID 20",595655,1,20.00,20.00
gort1,15921,"18-04-25 5:40 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
gort1,15920,"18-04-25 5:39 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,25.00,25.00
phonelab,4368,"18-04-25 5:38 pm",Standard,,Vape,Mod,424283,1,35.00,35.00
phonelab,4367,"18-04-25 5:33 pm",Standard,,Vape,Mod,424283,1,5.00,5.00
tesco,15426,"18-04-25 5:19 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
istore,27697,"18-04-25 5:15 pm",Standard,.,Vape,". Liquid-1",556824,1,17.00,17.00
ennis,22132,"18-04-25 5:14 pm",Standard,,,"JBL WAVE 200",1255719,1,70.00,70.00
istore,27696,"18-04-25 5:13 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,20.00,20.00
gort1,15919,"18-04-25 5:10 pm",Standard,Samsung,Accessories,"Samsung Samsung - 25W USB-C Wall Plug White",8806090973321,1,20.00,20.00
gort1,15919,"18-04-25 5:10 pm",Standard,Hoco,Accessories,"Hoco Hoco US06 USB3.2 PD 20Gbps (Type-C to C) Data Cable 100W (2M)Black",6931474777393,1,15.00,15.00
istore,27695,"18-04-25 5:04 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,20.00,20.00
gort1,15917,"18-04-25 4:58 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
gort1,15917,"18-04-25 4:58 pm",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
gort1,15917,"18-04-25 4:58 pm",Standard,Hoco,Accessories,"Hoco Hoco UPA19 Nylon Braid AUX Audio Cable (1M) Black",6931474759863,1,15.00,15.00
tesco,15425,"18-04-25 4:51 pm",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
phonelab,4365,"18-04-25 4:44 pm",Standard,,Vape,Mod,424283,1,8.00,8.00
phonelab,4364,"18-04-25 4:39 pm",Standard,Other,Vape,"Other Liquid 2",978597,4,5.00,20.00
ennis,22130,"18-04-25 4:37 pm",Standard,Hoco,,"Hoco Hoco Z57 Glorious Single-Port PD30W Car Charger set (C to C) Gray",6942007633086,1,30.00,30.00
ennis,22127,"18-04-25 4:32 pm",Standard,Samsung,,"Samsung Galaxy A70 Charging Port",585907,1,50.00,50.00
gort1,15916,"18-04-25 4:32 pm",Standard,,Vape,"Disposable Vape (10) (641528)",VAP10,1,15.00,15.00
gort1,15915,"18-04-25 4:27 pm",Standard,,Vape,"Disposable Vape (20) (1226391)",VAP30,1,18.00,18.00
gort1,15914,"18-04-25 4:26 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
gort1,15913,"18-04-25 4:25 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15912,"18-04-25 4:22 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15912,"18-04-25 4:22 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phonelab,4363,"18-04-25 4:10 pm",Standard,,Vape,"LIQUID 8",1017597,1,5.00,5.00
gort1,15911,"18-04-25 4:08 pm",Standard,,Vape,"Disposable Vape (50) (1226390)",VAP50,1,50.00,50.00
phonelab,4362,"18-04-25 4:08 pm",Standard,,Vape,"Liq 6",1144827,1,5.00,5.00
phonelab,4362,"18-04-25 4:08 pm",Standard,,Vape,Mod,424283,1,5.00,5.00
tesco,15424,"18-04-25 4:08 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,35.00,35.00
tesco,15423,"18-04-25 4:07 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,40.00,40.00
istore,27694,"18-04-25 4:07 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
gort1,15910,"18-04-25 3:57 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
phonelab,4358,"18-04-25 3:45 pm",Standard,,Vape,Mod,424283,1,8.00,8.00
phonelab,4356,"18-04-25 3:40 pm",Standard,,Vape,Mod,424283,1,8.00,8.00
tesco,15422,"18-04-25 3:39 pm",Standard,,,"Gaming headphones",1396455,-1,25.00,-25.00
tesco,15421,"18-04-25 3:32 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
istore,27693,"18-04-25 3:25 pm",Standard,.,Vape,". Liquid-1",556824,1,14.00,14.00
tesco,15420,"18-04-25 3:24 pm",Standard,.,Accessories,". Cover and tempered glass",25,1,30.00,30.00
istore,27692,"18-04-25 3:21 pm",Standard,.,Vape,". Liquid-1",556824,1,5.00,5.00
tesco,15419,"18-04-25 3:20 pm",Standard,,Accessories,"Tempered Glass (241358)",TG1,1,10.00,10.00
istore,27691,"18-04-25 3:10 pm",Standard,,Vape,"Liquid (25)",1226462,1,25.00,25.00
